linea_id,pedido_id,producto_id,cantidad,precio_unitario
1149,332,22,3,123.28
1150,332,17,4,36.01
1151,332,21,5,55.46
1152,333,19,1,160.98
1153,334,31,5,42.7
1154,334,14,2,73.56
1155,334,5,5,624.19
1156,334,32,2,68.52
1157,334,46,1,70.17
1158,335,46,2,70.17
1159,335,15,4,309.79
1160,335,50,2,58.93
1161,335,12,3,78.58
1162,335,4,1,544.81
1163,335,34,2,2.1
1164,336,2,3,884.84
1165,336,48,3,55.94
1166,336,14,4,73.56
1167,336,12,5,78.58
1168,336,31,3,42.7
1169,336,11,3,34.09
1170,337,14,2,73.56
1171,337,33,1,73.85
1172,337,26,4,98.45
1173,338,15,2,309.79
1174,338,12,5,78.58
1175,338,28,3,284.09
1176,338,41,5,43.16
1177,338,5,4,624.19
1178,338,30,2,9.41
1179,339,16,5,283.25
1180,339,4,4,544.81
1181,340,50,2,58.93
1182,340,14,5,73.56
1183,340,48,3,55.94
1184,340,27,3,133.54
1185,340,18,3,159.56
1186,341,48,5,55.94
1187,341,12,4,78.58
1188,341,37,1,6.16
1189,341,44,2,69.64
1190,341,11,3,34.09
1191,342,30,3,9.41
1192,342,43,1,102.37
1193,342,10,3,25.89
1194,343,8,4,29.39
1195,343,35,4,12.84
1196,343,7,3,762.1
1197,343,18,5,159.56
1198,343,46,3,70.17
1199,344,40,3,52.29
1200,344,27,1,133.54
1201,344,18,2,159.56
1202,344,44,5,69.64
1203,344,13,5,17.78
1204,345,2,4,884.84
1205,345,28,4,284.09
1206,345,21,2,55.46
1207,345,33,3,73.85
1208,345,36,5,44.59
1209,345,37,2,6.16
1210,346,40,2,52.29
1211,346,24,5,262.83
1212,347,49,1,106.58
1213,347,31,4,42.7
1214,347,14,4,73.56
1215,347,40,2,52.29
1216,347,43,2,102.37
1217,348,26,1,98.45
1218,348,19,1,160.98
1219,348,27,1,133.54
1220,348,37,4,6.16
1221,349,49,3,106.58
1222,350,44,5,69.64
1223,350,32,1,68.52
1224,350,34,4,2.1
1225,350,20,5,264.25
1226,350,40,1,52.29
1227,350,11,1,34.09
1228,351,38,5,17.5
1229,351,31,2,42.7
1230,351,15,2,309.79
1231,352,12,1,78.58
1232,352,10,5,25.89
1233,352,8,4,29.39
1234,352,50,1,58.93
1235,353,32,3,68.52
1236,353,19,4,160.98
1237,353,13,4,17.78
1238,353,10,2,25.89
1239,353,9,5,28.39
1240,354,9,4,28.39
1241,354,36,5,44.59
1242,354,20,4,264.25
1243,355,26,5,98.45
1244,355,7,3,762.1
1245,355,1,4,633.18
1246,355,12,4,78.58
1247,356,23,2,47.46
1248,356,21,3,55.46
1249,357,14,3,73.56
1250,358,31,5,42.7
1251,358,35,5,12.84
1252,358,33,3,73.85
1253,358,38,1,17.5
1254,359,5,2,624.19
1255,360,11,3,34.09
1256,361,26,4,98.45
1257,361,32,2,68.52
1258,362,19,1,160.98
1259,363,43,5,102.37
1260,363,24,4,262.83
1261,363,37,2,6.16
1262,363,45,2,16.43
1263,363,3,3,877.26
1264,364,34,1,2.1
1265,364,19,4,160.98
1266,364,50,4,58.93
1267,364,14,5,73.56
1268,364,27,2,133.54
1269,364,21,2,55.46
1270,365,40,1,52.29
1271,365,18,4,159.56
1272,365,39,4,57.62
1273,365,38,2,17.5
1274,365,43,1,102.37
1275,366,47,1,85.13
1276,366,28,4,284.09
1277,367,8,1,29.39
1278,367,26,1,98.45
1279,368,30,1,9.41
1280,368,3,4,877.26
1281,369,33,1,73.85
1282,369,39,3,57.62
1283,369,18,5,159.56
1284,369,4,5,544.81
1285,369,22,5,123.28
1286,369,16,3,283.25
1287,370,6,3,1243.1
1288,370,44,5,69.64
1289,370,48,3,55.94
1290,371,47,2,85.13
1291,371,6,1,1243.1
1292,372,40,4,52.29
1293,372,29,5,59.59
1294,372,49,1,106.58
1295,372,27,2,133.54
1296,372,47,4,85.13
1297,373,24,5,262.83
1298,373,39,1,57.62
1299,373,40,1,52.29
1300,373,26,2,98.45
1301,374,34,2,2.1
1302,374,5,2,624.19
1303,374,22,5,123.28
1304,374,39,5,57.62
1305,375,48,5,55.94
1306,375,20,4,264.25
1307,375,30,2,9.41
1308,375,4,3,544.81
1309,375,37,5,6.16
1310,375,15,1,309.79
1311,376,28,1,284.09
1312,376,21,4,55.46
1313,376,27,4,133.54
1314,376,24,1,262.83
1315,377,26,5,98.45
1316,377,47,4,85.13
1317,378,21,2,55.46
1318,378,34,4,2.1
1319,378,11,1,34.09
1320,378,49,4,106.58
1321,378,5,4,624.19
1322,378,36,4,44.59
1323,379,30,5,9.41
1324,379,14,1,73.56
1325,379,4,2,544.81
1326,380,43,2,102.37
1327,380,17,5,36.01
1328,380,40,3,52.29
1329,381,18,4,159.56
1330,381,47,1,85.13
1331,382,9,3,28.39
1332,383,20,4,264.25
1333,383,36,3,44.59
1334,383,32,3,68.52
1335,383,37,5,6.16
1336,383,10,2,25.89
1337,384,3,3,877.26
1338,384,25,5,211.78
1339,384,31,5,42.7
1340,384,20,2,264.25
1341,384,15,2,309.79
1342,385,14,1,73.56
1343,385,49,2,106.58
1344,385,28,5,284.09
1345,385,11,1,34.09
1346,386,2,2,884.84
1347,386,14,4,73.56
1348,386,6,3,1243.1
1349,386,32,1,68.52
1350,386,41,2,43.16
1351,387,42,2,21.23
1352,388,5,5,624.19
1353,388,49,4,106.58
1354,389,18,3,159.56
1355,390,22,2,123.28
1356,390,27,3,133.54
1357,390,12,2,78.58
1358,390,13,5,17.78
1359,391,21,4,55.46
1360,391,38,4,17.5
1361,391,19,3,160.98
1362,391,49,3,106.58
1363,392,34,2,2.1
1364,392,40,3,52.29
1365,392,25,5,211.78
1366,392,30,1,9.41
1367,392,33,3,73.85
1368,392,28,1,284.09
1369,393,48,2,55.94
1370,393,47,4,85.13
1371,394,27,5,133.54
1372,394,11,1,34.09
1373,394,17,2,36.01
1374,394,3,3,877.26
1375,394,46,3,70.17
1376,394,21,4,55.46
1377,395,27,3,133.54
1378,395,36,2,44.59
1379,395,49,4,106.58
1380,395,14,1,73.56
1381,395,1,3,633.18
1382,395,21,1,55.46
1383,396,2,5,884.84
1384,396,36,2,44.59
1385,397,11,3,34.09
1386,398,21,5,55.46
1387,398,41,3,43.16
1388,398,45,1,16.43
1389,398,39,3,57.62
1390,398,40,4,52.29
1391,399,19,4,160.98
1392,399,11,5,34.09
1393,399,17,3,36.01
1394,399,21,2,55.46
1395,400,49,3,106.58
1396,400,33,4,73.85
1397,400,43,5,102.37
1398,401,35,4,12.84
1399,401,5,2,624.19
1400,401,30,5,9.41
1401,401,46,1,70.17
1402,401,23,3,47.46
1403,402,37,4,6.16
1404,402,35,4,12.84
1405,403,31,2,42.7
1406,403,14,1,73.56
1407,403,29,1,59.59
1408,403,50,3,58.93
1409,403,32,1,68.52
1410,404,39,5,57.62
1411,404,23,1,47.46
1412,404,9,4,28.39
1413,405,18,5,159.56
1414,406,29,4,59.59
1415,406,33,5,73.85
1416,407,20,1,264.25
1417,407,38,3,17.5
1418,407,33,3,73.85
1419,407,29,4,59.59
1420,407,10,2,25.89
1421,408,6,2,1243.1
1422,408,3,1,877.26
1423,409,14,4,73.56
1424,409,24,3,262.83
1425,409,16,3,283.25
1426,409,22,3,123.28
1427,410,41,4,43.16
1428,411,25,2,211.78
1429,411,19,5,160.98
1430,411,30,5,9.41
1431,411,38,2,17.5
1432,412,10,1,25.89
1433,412,45,3,16.43
1434,412,29,1,59.59
1435,412,3,4,877.26
1436,413,24,4,262.83
1437,414,14,2,73.56
1438,414,44,3,69.64
1439,414,21,2,55.46
1440,415,40,1,52.29
1441,415,33,4,73.85
1442,415,44,1,69.64
1443,415,18,5,159.56
1444,415,1,4,633.18
1445,415,30,4,9.41
1446,416,38,2,17.5
1447,416,49,1,106.58
1448,417,33,4,73.85
1449,417,41,2,43.16
1450,418,26,2,98.45
1451,418,18,3,159.56
1452,418,28,1,284.09
1453,418,41,2,43.16
1454,418,23,1,47.46
1455,418,34,3,2.1
1456,419,22,1,123.28
1457,419,41,3,43.16
1458,420,45,4,16.43
1459,420,4,1,544.81
1460,420,20,1,264.25
1461,420,28,5,284.09
1462,420,41,5,43.16
1463,421,26,5,98.45
1464,421,13,3,17.78
1465,421,35,2,12.84
1466,421,9,5,28.39
1467,422,50,1,58.93
1468,422,34,5,2.1
1469,422,18,3,159.56
1470,423,6,1,1243.1
1471,424,48,2,55.94
1472,424,32,4,68.52
1473,424,49,3,106.58
1474,424,26,4,98.45
1475,424,16,1,283.25
1476,424,25,2,211.78
1477,425,6,2,1243.1
1478,425,49,5,106.58
1479,425,45,5,16.43
1480,425,44,2,69.64
1481,426,27,3,133.54
1482,426,5,4,624.19
1483,427,13,4,17.78
1484,428,12,5,78.58
1485,428,4,1,544.81
1486,428,11,5,34.09
1487,428,19,5,160.98
1488,428,48,1,55.94
1489,429,30,1,9.41
1490,429,25,4,211.78
1491,429,22,4,123.28
1492,429,40,5,52.29
1493,429,15,2,309.79
1494,430,30,5,9.41
1495,430,8,2,29.39
1496,430,37,5,6.16
1497,430,39,1,57.62
1498,431,15,4,309.79
1499,432,39,4,57.62
1500,432,24,1,262.83
1501,433,27,5,133.54
1502,433,16,1,283.25
1503,433,3,3,877.26
1504,434,17,3,36.01
1505,434,7,1,762.1
1506,434,11,5,34.09
1507,434,40,2,52.29
1508,434,36,2,44.59
1509,435,39,4,57.62
1510,435,32,2,68.52
1511,435,15,1,309.79
1512,436,26,2,98.45
1513,436,4,4,544.81
1514,437,15,5,309.79
1515,437,50,4,58.93
1516,437,38,5,17.5
1517,437,5,1,624.19
1518,437,21,4,55.46
1519,437,46,2,70.17
1520,438,18,4,159.56
1521,439,47,4,85.13
1522,439,3,5,877.26
1523,439,43,1,102.37
1524,439,42,2,21.23
1525,439,32,1,68.52
1526,440,24,5,262.83
1527,440,1,3,633.18
1528,440,3,1,877.26
1529,441,30,1,9.41
1530,441,2,1,884.84
1531,441,22,4,123.28
1532,441,16,4,283.25
1533,442,43,2,102.37
1534,442,16,1,283.25
1535,442,15,3,309.79
1536,442,30,4,9.41
1537,443,42,2,21.23
1538,443,7,1,762.1
1539,443,30,3,9.41
1540,443,5,3,624.19
1541,443,14,1,73.56
1542,444,33,5,73.85
1543,445,11,4,34.09
1544,446,49,5,106.58
1545,446,42,1,21.23
1546,446,15,1,309.79
1547,446,17,5,36.01
1548,446,10,1,25.89
1549,446,25,5,211.78
1550,447,29,2,59.59
1551,447,25,1,211.78
1552,447,23,2,47.46
1553,447,7,2,762.1
1554,447,10,5,25.89
1555,448,13,4,17.78
1556,449,27,3,133.54
1557,449,9,4,28.39
1558,449,23,1,47.46
1559,449,19,4,160.98
1560,449,25,3,211.78
1561,449,47,4,85.13
1562,450,40,5,52.29
1563,450,8,3,29.39
1564,450,18,4,159.56
1565,450,17,4,36.01
1566,451,7,2,762.1
1567,451,19,2,160.98
1568,451,28,3,284.09
1569,452,2,1,884.84
1570,452,44,5,69.64
1571,452,30,1,9.41
1572,452,40,3,52.29
1573,452,6,1,1243.1
1574,452,14,3,73.56
1575,453,7,5,762.1
1576,453,37,4,6.16
1577,453,50,3,58.93
1578,454,44,3,69.64
1579,455,20,5,264.25
1580,455,23,2,47.46
1581,455,11,3,34.09
1582,455,24,1,262.83
1583,455,13,5,17.78
1584,455,50,1,58.93
1585,456,30,1,9.41
1586,457,25,2,211.78
1587,457,9,1,28.39
1588,457,18,3,159.56
1589,457,46,5,70.17
1590,457,14,5,73.56
1591,458,45,5,16.43
1592,458,9,1,28.39
1593,458,49,4,106.58
1594,459,37,3,6.16
1595,460,27,4,133.54
1596,460,40,3,52.29
1597,460,44,1,69.64
1598,460,34,5,2.1
1599,460,9,4,28.39
1600,461,45,4,16.43
1601,462,42,2,21.23
1602,462,8,2,29.39
1603,462,12,2,78.58
1604,462,35,4,12.84
1605,463,14,3,73.56
1606,463,29,3,59.59
1607,463,34,5,2.1
1608,463,5,4,624.19
1609,464,36,3,44.59
1610,464,43,2,102.37
1611,464,35,3,12.84
1612,464,46,2,70.17
1613,465,19,4,160.98
1614,465,36,3,44.59
1615,466,12,4,78.58
1616,466,19,1,160.98
1617,466,3,1,877.26
1618,466,2,1,884.84
1619,467,34,2,2.1
1620,468,27,3,133.54
1621,468,50,3,58.93
1622,469,19,4,160.98
1623,470,27,1,133.54
1624,470,6,2,1243.1
1625,470,17,1,36.01
1626,471,11,1,34.09
1627,471,8,5,29.39
1628,471,15,1,309.79
1629,471,49,2,106.58
1630,471,27,5,133.54
1631,472,29,3,59.59
1632,472,4,4,544.81
1633,472,37,1,6.16
1634,472,11,5,34.09
1635,472,31,1,42.7
1636,472,50,3,58.93
1637,473,17,2,36.01
1638,473,18,3,159.56
1639,473,49,4,106.58
1640,473,41,5,43.16
1641,473,1,5,633.18
1642,474,21,2,55.46
1643,474,10,4,25.89
1644,474,5,4,624.19
1645,474,34,2,2.1
1646,474,39,4,57.62
1647,475,33,4,73.85
1648,475,28,4,284.09
1649,475,6,5,1243.1
1650,475,7,1,762.1
1651,475,23,1,47.46
1652,475,49,5,106.58
1653,476,45,5,16.43
1654,477,23,4,47.46
1655,477,7,4,762.1
1656,478,41,1,43.16
1657,478,24,1,262.83
1658,478,2,4,884.84
1659,478,42,3,21.23
1660,478,9,4,28.39
1661,479,33,5,73.85
1662,480,30,2,9.41
1663,480,36,2,44.59
1664,481,9,5,28.39
1665,481,43,2,102.37
1666,481,3,1,877.26
1667,481,35,2,12.84
1668,481,22,1,123.28
1669,481,40,3,52.29
1670,482,48,1,55.94
1671,482,37,2,6.16
1672,482,10,4,25.89
1673,483,2,2,884.84
1674,483,6,1,1243.1
1675,483,12,4,78.58
1676,483,13,5,17.78
1677,483,3,4,877.26
1678,483,42,1,21.23
1679,484,38,1,17.5
1680,484,34,3,2.1
1681,485,44,3,69.64
1682,485,17,4,36.01
1683,485,32,3,68.52
1684,485,18,1,159.56
1685,486,10,4,25.89
1686,486,2,5,884.84
1687,486,47,4,85.13
1688,486,46,2,70.17
1689,487,30,4,9.41
1690,487,50,5,58.93
1691,487,27,3,133.54
1692,487,45,1,16.43
1693,487,15,1,309.79
1694,488,25,2,211.78
1695,488,34,2,2.1
1696,488,45,4,16.43
1697,488,41,5,43.16
1698,489,47,1,85.13
1699,489,24,3,262.83
1700,489,2,5,884.84
1701,489,32,3,68.52
1702,489,34,1,2.1
1703,490,45,5,16.43
1704,490,5,5,624.19
1705,490,16,1,283.25
1706,490,14,4,73.56
1707,491,24,3,262.83
1708,491,16,1,283.25
1709,491,6,3,1243.1
1710,491,50,3,58.93
1711,491,23,3,47.46
1712,491,34,2,2.1
1713,492,44,2,69.64
1714,492,8,2,29.39
1715,492,6,1,1243.1
1716,492,19,4,160.98
1717,492,27,4,133.54
1718,493,42,2,21.23
1719,493,25,4,211.78
1720,493,7,4,762.1
1721,493,10,5,25.89
1722,494,22,2,123.28
1723,494,6,1,1243.1
1724,495,29,5,59.59
1725,495,5,1,624.19
1726,495,7,4,762.1
1727,495,11,4,34.09
1728,495,33,4,73.85
1729,496,27,1,133.54
1730,496,36,1,44.59
1731,496,41,1,43.16
1732,496,23,5,47.46
1733,496,34,2,2.1
1734,497,14,2,73.56
1735,497,25,1,211.78
1736,497,32,4,68.52
1737,497,23,1,47.46
1738,497,5,3,624.19
1739,498,50,5,58.93
1740,499,25,1,211.78
1741,500,37,5,6.16
1742,500,25,1,211.78
1743,500,44,5,69.64
